"ADHD27",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003712149334464655,0.3145251100387124,0.0009015219812271305,0.15522087288540065,0.015007689452192819,0.01575011931908575,0.00530307047780665,0.0006893991621148645,0.003287903696240123,0.0,0.0,0.020204698520443338,0.0002651535238903325,0.0,0.0,0.0004772763430025985,0.0028106273532375247,0.07381874105106857,0.0,0.0,0.019144084424882007,0.014583443813968288,0.003818210744020788,0.012091000689399162,0.018825900196213607,0.0,0.0019621360767884603,0.0316593307525057,0.0018560746672323274,0.0,0.13337222251683725,0.008272789945378374,0.024447154902688655,0.007053083735482845,0.0,0.051174630110834174,0.0,0.0,0.0009015219812271305,0.005780346820809248,0.017447101871983877,0.0,0.023598663626239594,0.0031288115819059236,0.0056212547064750495,0.0,0.0028106273532375247,0.003818210744020788
"ADHD17",0.038788009025464705,0.008273342645320727,0.0014505211131406468,0.013377028043408188,0.00026861502095197165,0.0,0.006016976469324165,0.00026861502095197165,0.41028258300204146,0.05947136563876652,0.08284087246158806,0.02530353497367573,0.0,0.06543461910390029,0.008004727624368754,0.0,0.0,0.0,0.001289352100569464,0.0,0.000161169012571183,0.001289352100569464,0.0,0.0151498871816912,0.10073063285698937,0.0,0.0,0.039271516063178254,0.016331793273879874,0.0030084882346620824,0.0038680563017083917,0.004888793381325884,0.0,0.0018803051466638014,0.017674868378639734,0.0030622112388524764,0.0,0.007252605565703234,0.008165896636939937,0.011335553884173203,0.00021489201676157732,0.0006983990544751263,0.0,0.0,0.000161169012571183,0.0005909530460943376,0.0003760610293327603,0.0,0.0,0.04142043623079403,0.0,0.000322338025142366,0.0,0.0010744600838078866,0.0
"ADHD3",0.0,0.0,0.030441028148782055,0.011583483602799597,0.0005195757816559186,0.0006723921880253064,0.0110333445398698,0.0,0.09716067116965678,0.02772089611540695,0.06693358598979186,0.01467037501146123,0.0020783031266236743,0.025428650019866134,0.0019254867202542865,0.0,0.0010085882820379595,3.056328127387756e-05,0.08530211803539228,0.002597878908279593,0.00021394296891714295,0.005715333598215105,0.0066933585989791865,0.008099269537577555,0.08166508756380085,0.012103059384455515,0.0018643601577065314,0.05660319691922125,0.015984596106237967,0.0016504171887893884,0.006540542192609799,0.008710535163055106,0.006540542192609799,0.005409700785476329,0.004615055472355512,0.0003361960940126532,0.0,0.24010513768758213,0.07579693755921636,0.00916898438216327,0.036309178153366546,0.0018337968764326538,0.0,0.0,0.0021088664078975517,0.00030563281273877566,0.010055319539105718,0.0,0.00012225312509551024,0.017390507044836332,0.0016504171887893884,0.0008863351569424493,0.0,0.0012836578135028576,0.0011308414071334698
"ADHD12",0.006303704747147486,0.005317650373292013,0.0,0.005212001690378927,0.0002465135934638681,0.0004225947316523454,0.0,0.0003521622763769545,0.31458656148753344,0.0002112973658261727,0.030321171996055784,0.008627975771235386,0.003662487674320327,0.04623890688829413,0.004296379771798845,0.0009156219185800817,0.0,7.04324552753909e-05,0.019826736160022538,0.00031694604873925907,0.0002817298211015636,0.00017608113818847726,0.004507677137625018,0.014579518242005917,0.1230102831384702,0.002570784617551768,0.014966896746020567,0.06374137202422876,0.02253838568812509,0.007923651218481476,0.00588111001549514,0.009895759966192422,0.0011973517396816453,0.0005986758698408226,0.03916044513311734,0.0026412170728271588,0.0,0.09621073390618397,0.05440907170023947,0.017150302859557685,0.01697422172136921,0.0006338920974785181,0.0032398929426679813,0.0,0.001408649105507818,0.0004930271869277363,0.019087195379630936,0.0004225947316523454,0.0,0.01950979011128328,0.003134244259754895,0.0,0.0,0.004437244682349626,0.0022890547964502044
"ADHD14",0.0014252533783783783,0.0,0.004275760135135135,0.0005806587837837838,0.009554476351351352,0.0,0.013302364864864864,0.0,0.001319679054054054,0.0,0.000316722972972973,0.002533783783783784,0.000316722972972973,0.001002956081081081,0.0,0.0004750844594594595,0.0,0.00021114864864864866,0.06804265202702703,0.004698057432432432,0.0072846283783783786,0.014991554054054054,0.00036951013513513516,0.034364442567567564,0.16152871621621623,0.0,0.0071790540540540545,0.1565139358108108,0.053315033783783786,0.010082347972972973,0.013355152027027027,0.0036951013513513513,0.0027977195945945946,0.0029032939189189188,0.028610641891891893,0.00021114864864864866,0.000950168918918919,0.24092060810810811,0.05759079391891892,0.017155827702702704,0.03637035472972973,0.0065983952702702705,0.022170608108108107,0.0,0.009976773648648648,0.0,0.0,0.0,0.0,0.002533783783783784,0.0,0.0,0.0,0.0001583614864864865,0.000316722972972973
"ADHD13",0.0,0.0,0.0,0.0,0.0,0.0,0.003204254158712844,0.0,0.1349195527679302,0.001977092991546223,0.007431142623397873,0.012067084810471775,0.010089991818925552,0.010294518680119989,0.00109080992637033,0.0003408781019907281,0.0,0.0012271611671666213,0.04376874829560949,0.0,0.0,0.0010226343059721844,0.00109080992637033,0.0077038451049904555,0.12244341423506953,0.0,0.0,0.01963457867466594,0.008590128170166349,0.0051813471502590676,0.0006817562039814562,0.0010226343059721844,0.0010226343059721844,0.005726752113444232,0.00109080992637033,0.0004772293427870194,0.0,0.23084265066812107,0.22886555767657485,0.02822470684483229,0.008999181892555223,0.0,0.08583310608126533,0.0,0.0,0.0,0.002386146713935097,0.0,0.0,0.009680938096536678,0.00040905372238887375,0.0,0.0,0.0,0.002658849195527679
"ADHD28",0.00019734570033055405,0.004144259706941635,0.00695643593665203,0.0064137352607430064,0.0005920371009916621,0.0,0.005180324633677044,0.0,0.04474813754995313,0.007597809462726331,0.0010360649267354089,0.006265725985495091,0.0010360649267354089,0.03685430953673097,0.0012827470521486013,0.00024668212541319255,0.00014800927524791552,4.933642508263851e-05,0.1584685973654349,0.00661108096107356,0.0024174848290492872,0.003946914006611081,0.0003946914006611081,0.00764714588780897,0.03438748828259904,0.00014800927524791552,0.002022793428388179,0.012087424145246436,0.008239182988800631,0.0024174848290492872,0.005081651783511767,0.008189846563717993,0.002516157679214564,0.002614830529379841,0.005723025309586067,0.0007400463762395776,0.00024668212541319255,0.40978834673639547,0.09635403818639302,0.022793428388178993,0.045192165375696876,0.02022793428388179,0.004144259706941635,0.0,0.0007400463762395776,0.00014800927524791552,0.00029601855049583105,0.0,0.0,0.010854013518180473,0.0009373920765701317,0.00024668212541319255,0.0,0.0,0.0016281020277270708
"ADHD8",0.0,0.0,0.0,0.012769016109255422,0.00012684453088664327,0.00012684453088664327,0.0,0.00025368906177328655,0.2308993277239863,0.05661494228573845,0.02545346919791975,0.008794554141473933,0.020421969472749567,0.13043845926176484,0.006299945034036616,0.0,0.0,0.0,0.014206587459304046,0.0005073781235465731,0.0,0.0008033486956154074,0.0004228151029554776,0.004397277070736966,0.04697475793835356,0.001902667963299649,0.0038898989471903935,0.08139190731892944,0.0017758234324130057,0.0,0.013107268191619805,0.0065959156061054505,0.0018603864530041014,0.002748298169210604,0.003805335926599298,0.006384508054627711,0.0,0.17779375079277832,0.054965963384212085,0.020083717390385183,0.030654094964272124,0.0033825208236438207,0.0,0.0,0.0006765041647287641,0.0008033486956154074,0.006553634095809903,0.0,0.004735529153101349,0.010654940594478034,0.0028328611898017,0.0002959705720688343,0.0,0.0035939283751215594,0.0
"ADHD16",0.0,0.0002737925747453729,0.0018344102507939985,0.001040411784032417,0.001040411784032417,0.000657102179388895,0.003559303471689848,0.00013689628737268645,0.1625506516263279,0.013689628737268646,0.0021355820830139087,0.0029843390647245646,0.0010130325265578798,0.008378052787208412,0.0011225495564560289,0.008514949074581097,0.00013689628737268645,0.0004106888621180594,0.030199320994414632,0.0,0.0,0.0,0.005941298871974592,0.022806921476289564,0.17257145986200853,0.0,0.020178512758733985,0.14204358777789947,0.017440587011280255,0.010458876355273245,0.010869565217391304,0.0038057167889606835,0.018946446172379804,0.0016153761909977,0.018919066914905268,0.0015332384185740883,0.0,0.21259993428978205,0.027817325594129888,0.006351987734092651,0.026640017522724782,0.004024750848756982,0.0002737925747453729,0.0,0.001423721388675939,0.0002737925747453729,0.027023327127368307,0.0,0.0,0.006078195159347278,0.00035593034716898477,0.0,0.0,0.0003285510896944475,0.0
"ADHD18",0.0,0.0,0.0038456688942125833,0.006808725255327197,0.0,0.0005673937712772665,0.0023326188374732065,0.00018913125709242213,0.063169839868869,0.16095069978565124,0.0,0.0023326188374732065,0.0,0.0,0.008069600302610011,0.00025217500945656286,0.0,0.0,0.034547976295549114,0.0,0.0006304375236414071,0.002584793846929769,0.010465262892447359,0.01235657546337158,0.11877442945404111,0.00025217500945656286,0.00025217500945656286,0.0512545706720464,0.0213718320514437,0.004223931408397428,0.014815281805573068,0.025280544698020425,0.0005673937712772665,0.00037826251418484426,0.018534863195057368,0.0011978312949186736,0.00012608750472828143,0.24416845290631697,0.051002395662589836,0.021308788299079562,0.017778338166687682,0.004728281427310553,0.0,0.0,0.00025217500945656286,0.00037826251418484426,0.005863068969865087,0.0,0.0005043500189131257,0.06531332744924978,0.002458706342201488,0.0005043500189131257,0.0,0.01960660698524776,0.0
"ADHD19",0.004505211251821136,0.00020172587694721505,0.011050095259441891,0.005827636445141769,0.01120699316373417,0.0014569091112854422,0.03382270536814973,0.0010086293847360753,0.07609548358175501,0.0012103552616832905,0.012551832343382271,0.004572453210803541,0.0021965706600918975,0.018850162501400876,0.0011655272890283537,0.008741454667712653,0.000784489521461392,0.0006275916171691135,0.09584220553625462,0.026695057716014794,0.017370839403787964,0.003474167880757593,0.0005155216855317719,0.0033620979491202512,0.07593858567746274,0.003989689566289365,0.0033172699764653143,0.06000224139863275,0.07914378572229071,0.005110388882662782,0.0006500056034965819,0.00999663790205088,0.0013672531659755687,0.0034069259217751877,0.024476073069595428,0.004931076992043035,0.001053457357391012,0.145489185251597,0.011386305054353917,0.016810489745601256,0.15996862041914153,0.006769023870895439,0.0038103776756696177,0.0,0.0041690014569091115,0.00026896783592962007,0.013089768015241511,0.012103552616832904,0.0011655272890283537,0.002712092345623669,0.001568979042922784,0.003474167880757593,0.0,0.0,0.0006948335761515186
"ADHD26",0.0012800819252432156,0.005529953917050691,0.030414746543778803,0.04900153609831029,0.0016897081413210445,0.0,0.01945724526369688,0.00015360983102918587,0.02667690732206861,0.0,0.01152073732718894,0.002713773681515617,0.0002048131080389145,0.0009216589861751152,0.001638504864311316,0.0022017409114183308,0.0006656426011264721,0.0,0.03087557603686636,0.0009728622631848438,0.029697900665642603,0.023809523809523808,0.0039938556067588326,0.056733230926779316,0.11152073732718894,0.0,0.004659498207885305,0.0937532002048131,0.02724014336917563,0.010343061955965183,0.01525857654889913,0.002304147465437788,0.004454685099846391,0.006195596518177164,0.01669226830517153,0.0032258064516129032,0.002560163850486431,0.22688172043010751,0.034101382488479264,0.01746031746031746,0.09994879672299027,0.009575012800819252,0.0022529441884280594,0.0,0.006195596518177164,0.0,0.0,0.0009216589861751152,0.0,0.0032258064516129032,0.000819252432155658,0.0,0.0,0.0,0.0002560163850486431
"ADHD7",0.0007040014534223554,0.0008856792478539311,0.10357905255030204,0.0023163918790025887,0.001294454285324976,0.00024980696734341646,0.024662760594086387,0.0,0.019212426761139118,0.00186219739292365,0.002089294635963119,0.0014080029068447109,0.00047690421038288597,0.0059953672162419945,0.00047690421038288597,0.00565472135168279,0.0,0.0008175500749420902,0.015374483353772086,0.0009538084207657719,0.023254757687241678,0.012944542853249762,0.0017259390470999681,0.047258936276513605,0.22285052459463142,0.0006812917291184085,0.020188944906208837,0.06354180860244357,0.015215515283644456,0.002838715537993369,0.003111232229640732,0.014534223554526047,0.020938365808239087,0.0015896807012762866,0.016509969568969433,0.0001816777944315756,0.0020438751873552256,0.17463777989735205,0.12703819775627923,0.006676658945360403,0.010764409320070854,0.0025661988463460054,0.00915201889449062,0.0,0.0021120043602670664,0.00024980696734341646,0.002634328019257846,0.0002725166916473634,0.0,0.004632783758005177,0.0,0.0002270972430394695,0.0,0.0,0.0016123904255802334
"ADHD9",0.0,0.0,0.01224850576647866,0.02001431096893678,0.00021045542554087043,0.0003367286808653927,0.006229480596009765,0.000505093021298089,0.05560232342789797,0.011385638521761091,0.018036029968852597,0.001010186042596178,0.0035777422341947977,0.006797710244970116,0.0009891405000420912,0.0013048236383533967,0.000968094957488004,0.00016836434043269636,0.013805875915481101,0.0002735920532031316,0.0008418217021634817,0.0015994612341106154,0.0007155484468389595,0.028664028958666554,0.19679686842326796,0.0030305581277885346,0.009765131745096389,0.11118360131324186,0.014900244128293627,0.0029463759575721863,0.006439936021550636,0.029379577405505515,0.005745433117265763,0.0014942335213401802,0.012059095883491876,0.0025886017341527063,0.0,0.20736173078541964,0.08405589696102365,0.011701321660072397,0.09228470409967168,0.0,0.003788197659735668,0.0,0.0011154137553666134,0.0,0.011617139489856048,0.0001473187978786093,0.0006945029042848725,0.004440609478912366,0.0002735920532031316,0.0,0.0,0.00039986530852765385,0.000505093021298089
"ADHD6",0.016677454974679207,0.019228572516468034,0.00026653466854510146,0.007120283288276282,0.00011422914366218635,0.0001903819061036439,0.024026196550279863,0.0016372843924913375,0.08586223965274341,0.0037695617408521494,0.009024102349312722,0.006358755663861707,0.002474964779347371,0.005559151658226402,0.0,0.010471004835700416,0.0,0.0001903819061036439,0.0002284582873243727,0.00015230552488291514,0.0009899859117389483,0.00015230552488291514,0.0009899859117389483,0.0691847846780642,0.30023226592544644,0.0,0.008072192818794502,0.2058409168792598,0.026158473898640674,0.0,0.007272588813159197,0.0,0.0009899859117389483,0.0037314853596314207,0.06084605719072459,0.0037314853596314207,0.00015230552488291514,0.02810036934089784,0.060122605947530744,0.0037314853596314207,0.009937935498610212,0.0013707497239462362,0.0059018390892129615,0.0,0.0003807638122072878,0.0,0.0007996040056353044,0.0006853748619731181,0.0004569165746487454,0.0059018390892129615,0.0005330693370902029,0.0,0.0,0.0,0.0003807638122072878
"ADHD24",0.001296386323124291,0.01681251012801815,0.2022362664073894,0.02009398800842651,0.0024307243558580457,0.0006481931615621455,0.03945875871009561,0.00016204829039053638,0.022322152001296388,0.00032409658078107277,0.004699400421325555,0.0019850915572840705,0.0009722897423432182,0.007697293793550478,0.0006887052341597796,0.00020256036298817049,0.00032409658078107277,0.0010938259601361207,0.032693242586290715,0.019850915572840706,0.015313563441905688,0.005955274671852212,0.00020256036298817049,0.03317938745746232,0.07356992383730351,0.003403014098201264,0.005428617728082969,0.07417760492626803,0.019931939718035974,0.0067250040512072595,0.029978933722249232,0.006157835034840383,0.0005266569437692432,0.0014989466861124615,0.028601523253929673,0.0019445794846864365,0.0010533138875384864,0.2647058823529412,0.010573650947982498,0.016002268676065468,0.009115216334467671,0.0,0.0031194295900178253,0.0,0.004172743477556312,0.00012153621779290228,0.0006887052341597796,0.0,0.0033219899530059958,0.0019445794846864365,0.0,0.002025603629881705,0.0,0.0,0.0005671690163668773
"ADHD29",0.004833654318190401,0.004191684604055738,0.0015105169744345003,0.0,0.00011328877308258752,0.0005664438654129376,0.0,0.00011328877308258752,0.059740946338884486,0.025565499792303915,0.0,0.0,0.0016993315962388128,0.00018881462180431253,0.0,0.0018881462180431253,0.0007930214115781126,0.00022657754616517504,0.0027944564027038254,0.0,0.005400098183603338,0.000528680941052075,0.0,0.03315584758883728,0.22208375816623238,0.013292549375023601,0.018617121709905215,0.1961783920546807,0.02333748725501303,0.011970847022393415,0.0037762924360862505,0.058721347381141195,0.013405838148106189,0.014349911257127751,0.02696272799365583,0.00030210339488690005,0.00033986631924776253,0.10003398663192478,0.10596276575658019,0.006230882519542314,0.016464635021336053,0.0,0.00498470601563385,0.0,0.0,0.0,0.01310373475321929,0.00022657754616517504,0.00033986631924776253,0.004871417242551263,0.0004531550923303501,0.0,0.0,0.0006797326384955251,0.0
"ADHD11",0.047911774793551964,0.0035353402105374244,0.0022425665514603068,0.12225945175843601,0.0007914940769859905,0.0,0.0,0.00445874996702108,0.08015196686278131,0.0,0.03767511806453315,0.0,0.002875761813049099,0.028625702450993325,0.00036936390259346226,0.0022953328232593728,0.00021106508719626415,2.638313589953302e-05,0.01039495554441601,0.0011344748436799199,0.018916708439965173,0.006226420072289792,0.004168535472126217,0.001530221882172915,0.11204917816531673,0.0,0.006437485159486057,0.1890615518560536,0.026092921404638154,0.012057093106086589,0.016463076801308603,0.005039178956810807,0.0009761760282827217,0.011054533941904334,0.020235865234941825,0.07957153787299158,0.00139830620267525,0.056618209640397855,0.001556605018072448,0.017096272062897395,0.04427090203941641,0.0001582988153971981,0.004379600559322481,0.0,0.0019259689206659104,0.00036936390259346226,0.0025591641822547027,0.006859615333878585,0.005303010315806137,0.0023480990950584387,0.0,0.0003165976307943962,0.0,0.0,0.0
"ADHD2",0.0,0.0,0.0,0.0015246015246015245,0.000231000231000231,0.0007854007854007854,0.0072996072996072995,0.0,0.023977823977823977,0.0005082005082005083,0.0037884037884037885,0.0007392007392007392,0.001155001155001155,0.006468006468006468,0.0005544005544005544,0.0012474012474012475,0.0002772002772002772,0.0006468006468006468,0.06370986370986371,0.003696003696003696,0.016955416955416955,0.00522060522060522,0.0021714021714021713,0.032062832062832065,0.16821436821436822,0.004897204897204897,0.0389004389004389,0.09785169785169785,0.02296142296142296,0.0033264033264033266,0.011827211827211827,0.0058212058212058215,0.008085008085008085,0.009563409563409564,0.033772233772233776,0.0,0.0017556017556017555,0.19584199584199585,0.0747978747978748,0.007992607992607993,0.13153153153153152,0.0,0.005174405174405174,0.0,0.002725802725802726,0.0,0.0014784014784014784,0.0001386001386001386,0.0001386001386001386,0.0,0.0,0.0,0.0,0.0001848001848001848,0.0
"ADHD10",0.0,0.0,0.0,0.0,0.0,0.0008772784871819866,0.0,0.0012184423433083146,0.07264353250804172,0.0410615069694902,0.0,0.0,0.003167950092601618,0.01367092309191929,0.0009747538746466517,0.0023394092991519642,0.0015596061994346427,0.0,0.0005604834779218247,0.0,0.003557851642460279,0.007578711375377717,0.0044594989765084315,0.04096403158202554,0.17065503460376255,0.0,0.0021931962179549663,0.17808753289794327,0.014670045813432108,0.010819768008577833,2.4368846866166292e-05,0.007237547519251389,0.03877083536407057,0.014718783507164442,0.021127790232966175,0.0041427039672482695,0.0,0.020274880592650354,0.16444097865289015,0.006433375572667902,0.1106101959255288,0.0,0.005434252851155084,0.0,0.0008772784871819866,0.0004386392435909933,0.019811872502193194,0.00024368846866166293,0.0024368846866166293,0.010161809143191345,0.0005361146310556584,0.0012184423433083146,0.0,0.0,0.0
"ADHD1",0.0036797889328612095,0.007243861232613576,0.11814668240412877,0.01934782105579856,0.00043972320581360367,0.0,0.01918581776944618,0.0,0.033789256867782176,0.0049526718970584836,0.010298780346687032,0.004235228771783656,0.0011108796778448934,0.011594806637506075,0.0006942997986530584,0.0039112221990788955,0.0022449026823115554,0.0003471498993265292,0.0685042468004351,0.01018306371357819,0.007753014418292486,0.0015043162304149598,0.00011571663310884306,0.012890832928325118,0.09211043995463908,0.0009488763914925132,0.018908097849984956,0.054479390867643314,0.02071327732648291,0.0030086324608299196,0.005484968409359161,0.023606193154203984,0.010391353653174108,0.0022449026823115554,0.010831076858987711,0.0,0.0007405864518965957,0.2284246337568562,0.020782707306348215,0.010645930246013562,0.14006341271494366,0.0034252123400217546,0.0009720197181142818,0.0,0.0015968895369020343,0.0,0.004026938832187739,0.0003471498993265292,0.0,0.002869772501099308,0.0006248698187877526,0.00025457659283945473,0.0,0.0,0.00032400657270476057
